File_Name,REC,DET,ENT
AALBL1.TXT,19.481165089187012,84.00094013363328,3.5841484615979256
ANABL1.TXT,19.135798431459765,81.27157750811827,3.6471509235813575
ARYBL1.TXT,16.137387903009532,61.132503749341325,2.808466394403897
ASWBL1.TXT,17.807968289061428,72.38200183654729,2.940026151006301
CATBL1.TXT,25.216344738718348,80.61010090529429,3.557747700515428
FATBL1.TXT,22.883811592022553,81.65785336572817,3.294621419551855
GREBL1.TXT,25.390336274618818,82.87090707679626,3.603806230922731
GURBL1.TXT,24.328072160700152,88.52741107197592,3.6974126219852317
JILBL1.TXT,19.483781503260705,74.85144526135562,3.097634863342588
LRIBL1.TXT,37.87324782020002,89.48722819985838,3.985235709995426
MELBL1.TXT,19.69047821508232,76.65016775736638,3.109147749906066
MISBL1.TXT,18.2972377208417,73.79258570764667,2.9360478252363826
NIKBL1.TXT,22.690196950569398,79.28738216725763,3.0989915926777187
SANBL1.TXT,19.984824798372593,79.8743167610382,3.3756877316467016
SRLBL1.TXT,11.84123599400841,62.840413191183785,2.737099717451723
SRUBL1.TXT,10.434913429399337,63.88767003071523,2.7215872185279815
SWABL1.TXT,17.249363884328332,70.66095331993478,2.978762522099162
THIBL1.TXT,14.731065338400457,68.52271213534034,2.8840263744871084
VARBL1.TXT,22.19307827656805,83.55683928203013,3.2477476608887983
